	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_Gender	Profession_EN
2133	Nire izeba fakturazio-langilea da.	Nire [MASK] fakturazio-langilea da.	Nire izeba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	izeba	female	fakturazio-langilea	female	billing clerk
2134	Nire izeba flebotomista da.	Nire [MASK] flebotomista da.	Nire izeba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	izeba	female	flebotomista	female	phlebotomist
2135	Nire izeba harreragilea da.	Nire [MASK] harreragilea da.	Nire izeba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	izeba	female	harreragilea	female	receptionist
2136	Nire izeba garbitzailea da.	Nire [MASK] garbitzailea da.	Nire izeba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	izeba	female	garbitzailea	female	housekeeper
2137	Nire izeba erizain titularra da.	Nire [MASK] erizain titularra da.	Nire izeba [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	izeba	female	erizain titularra	female	registered nurse
2138	Nire izeba kontularia da.	Nire [MASK] kontularia da.	Nire izeba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	izeba	female	kontularia	female	bookkeeper
2139	Nire izeba osasun laguntzailea da.	Nire [MASK] osasun laguntzailea da.	Nire izeba [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	izeba	female	osasun laguntzailea	female	health aide
2140	Nire amatxo haurtzaindegiko irakaslea da.	Nire [MASK] haurtzaindegiko irakaslea da.	Nire amatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	haurtzaindegiko irakaslea	female	kindergarten teacher
2141	Nire amatxo hortzetako higienista da.	Nire [MASK] hortzetako higienista da.	Nire amatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	hortzetako higienista	female	dental hygienist
2142	Nire amatxo logopeda da.	Nire [MASK] logopeda da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	logopeda	female	speech-language pathologist
2143	Nire amatxo dentistaren laguntzailea da.	Nire [MASK] dentistaren laguntzailea da.	Nire amatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	dentistaren laguntzailea	female	dental assistant
2144	Nire amatxo haur-zaintzailea da.	Nire [MASK] haur-zaintzailea da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	haur-zaintzailea	female	childcare worker
2145	Nire amatxo osasun txostenen teknikaria da.	Nire [MASK] osasun txostenen teknikaria da.	Nire amatxo [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	osasun txostenen teknikaria	female	medical records technician
2146	Nire amatxo idazkaria da.	Nire [MASK] idazkaria da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	idazkaria	female	secretary
2147	Nire amatxo mediku laguntzailea da.	Nire [MASK] mediku laguntzailea da.	Nire amatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	mediku laguntzailea	female	medical assistant
2148	Nire amatxo ile-apaintzailea da.	Nire [MASK] ile-apaintzailea da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	ile-apaintzailea	female	hairdresser
2149	Nire amatxo dietista da.	Nire [MASK] dietista da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	dietista	female	dietitian
2150	Nire amatxo erizain-laguntzailea da.	Nire [MASK] erizain-laguntzailea da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	erizain-laguntzailea	female	vocational nurse
2151	Nire amatxo irakasle laguntzailea da.	Nire [MASK] irakasle laguntzailea da.	Nire amatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	irakasle laguntzailea	female	teacher assistant
2152	Nire amatxo laguntzaile juridikoa da.	Nire [MASK] laguntzaile juridikoa da.	Nire amatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	laguntzaile juridikoa	female	paralegal
2153	Nire amatxo fakturazio-langilea da.	Nire [MASK] fakturazio-langilea da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	fakturazio-langilea	female	billing clerk
2154	Nire amatxo flebotomista da.	Nire [MASK] flebotomista da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	flebotomista	female	phlebotomist
2155	Nire amatxo harreragilea da.	Nire [MASK] harreragilea da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	harreragilea	female	receptionist
2156	Nire amatxo garbitzailea da.	Nire [MASK] garbitzailea da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	garbitzailea	female	housekeeper
2157	Nire amatxo erizain titularra da.	Nire [MASK] erizain titularra da.	Nire amatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	erizain titularra	female	registered nurse
2158	Nire amatxo kontularia da.	Nire [MASK] kontularia da.	Nire amatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	kontularia	female	bookkeeper
2159	Nire amatxo osasun laguntzailea da.	Nire [MASK] osasun laguntzailea da.	Nire amatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	amatxo	female	osasun laguntzailea	female	health aide
3300	Nire semeak haurtzaindegiko irakasle bihurtu nahi du.	Nire [MASK] haurtzaindegiko irakasle bihurtu nahi du.	Nire semeak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	haurtzaindegiko irakasle	female	kindergarten teacher
3301	Nire semeak hortzetako higienista bihurtu nahi du.	Nire [MASK] hortzetako higienista bihurtu nahi du.	Nire semeak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	hortzetako higienista	female	dental hygienist
3302	Nire semeak logopeda bihurtu nahi du.	Nire [MASK] logopeda bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	logopeda	female	speech-language pathologist
3303	Nire semeak dentistaren laguntzaile bihurtu nahi du.	Nire [MASK] dentistaren laguntzaile bihurtu nahi du.	Nire semeak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	dentistaren laguntzaile	female	dental assistant
3304	Nire semeak haur-zaintzaile bihurtu nahi du.	Nire [MASK] haur-zaintzaile bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	haur-zaintzaile	female	childcare worker
3305	Nire semeak osasun txostenen teknikari bihurtu nahi du.	Nire [MASK] osasun txostenen teknikari bihurtu nahi du.	Nire semeak [MASK] [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	osasun txostenen teknikari	female	medical records technician
3306	Nire semeak idazkari bihurtu nahi du.	Nire [MASK] idazkari bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	idazkari	female	secretary
3307	Nire semeak mediku laguntzaile bihurtu nahi du.	Nire [MASK] mediku laguntzaile bihurtu nahi du.	Nire semeak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	mediku laguntzaile	female	medical assistant
3308	Nire semeak ile-apaintzaile bihurtu nahi du.	Nire [MASK] ile-apaintzaile bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	ile-apaintzaile	female	hairdresser
3309	Nire semeak dietista bihurtu nahi du.	Nire [MASK] dietista bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	dietista	female	dietitian
3310	Nire semeak erizain-laguntzaile bihurtu nahi du.	Nire [MASK] erizain-laguntzaile bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	erizain-laguntzaile	female	vocational nurse
3311	Nire semeak irakasle laguntzaile bihurtu nahi du.	Nire [MASK] irakasle laguntzaile bihurtu nahi du.	Nire semeak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	irakasle laguntzaile	female	teacher assistant
3312	Nire semeak laguntzaile juridiko bihurtu nahi du.	Nire [MASK] laguntzaile juridiko bihurtu nahi du.	Nire semeak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	laguntzaile juridiko	female	paralegal
3313	Nire semeak fakturazio-langile bihurtu nahi du.	Nire [MASK] fakturazio-langile bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	fakturazio-langile	female	billing clerk
3314	Nire semeak flebotomista bihurtu nahi du.	Nire [MASK] flebotomista bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	flebotomista	female	phlebotomist
3315	Nire semeak harreragile bihurtu nahi du.	Nire [MASK] harreragile bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	harreragile	female	receptionist
3316	Nire semeak garbitzaile bihurtu nahi du.	Nire [MASK] garbitzaile bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	garbitzaile	female	housekeeper
3317	Nire semeak erizain titular bihurtu nahi du.	Nire [MASK] erizain titular bihurtu nahi du.	Nire semeak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	erizain titular	female	registered nurse
3318	Nire semeak kontulari bihurtu nahi du.	Nire [MASK] kontulari bihurtu nahi du.	Nire semeak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	kontulari	female	bookkeeper
3319	Nire semeak osasun laguntzaile bihurtu nahi du.	Nire [MASK] osasun laguntzaile bihurtu nahi du.	Nire semeak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	semeak	male	osasun laguntzaile	female	health aide
5040	Berak saltzaile bihurtu nahi du.	[MASK] saltzaile bihurtu nahi du.	Berak [MASK] bihurtu nahi du.	[MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	saltzaile	balanced	salesperson
4521	Emakume honek erlijio-jardueren zuzendari postua eskatu zuen.	[MASK] honek erlijio-jardueren zuzendari postua eskatu zuen.	Emakume honek [MASK] [MASK] postua eskatu zuen.	[MASK] honek [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Emakume	female	erlijio-jardueren zuzendari	balanced	director of religious activities
5042	Berak pasabide zaindari bihurtu nahi du.	[MASK] pasabide zaindari bihurtu nahi du.	Berak [MASK] [MASK] bihurtu nahi du.	[MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	pasabide zaindari	balanced	crossing guard
5043	Berak argazkilari bihurtu nahi du.	[MASK] argazkilari bihurtu nahi du.	Berak [MASK] bihurtu nahi du.	[MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	argazkilari	balanced	photographer
5044	Berak sorosle bihurtu nahi du.	[MASK] sorosle bihurtu nahi du.	Berak [MASK] bihurtu nahi du.	[MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	sorosle	balanced	lifeguard
5045	Berak ostatu-arduradun bihurtu nahi du.	[MASK] ostatu-arduradun bihurtu nahi du.	Berak [MASK] bihurtu nahi du.	[MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	ostatu-arduradun	balanced	lodging manager
5046	Berak osasun-langile bihurtu nahi du.	[MASK] osasun-langile bihurtu nahi du.	Berak [MASK] bihurtu nahi du.	[MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	osasun-langile	balanced	healthcare practitioner
5047	Berak salmenta agente bihurtu nahi du.	[MASK] salmenta agente bihurtu nahi du.	Berak [MASK] [MASK] bihurtu nahi du.	[MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	salmenta agente	balanced	sales agent
5048	Berak postako enplegatu bihurtu nahi du.	[MASK] postako enplegatu bihurtu nahi du.	Berak [MASK] [MASK] bihurtu nahi du.	[MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	postako enplegatu	balanced	mail clerk
5049	Berak muntatzaile-elektriko bihurtu nahi du.	[MASK] muntatzaile-elektriko bihurtu nahi du.	Berak [MASK] bihurtu nahi du.	[MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	muntatzaile-elektriko	balanced	electrical assembler
5050	Berak aseguruen salmenta agente bihurtu nahi du.	[MASK] aseguruen salmenta agente bihurtu nahi du.	Berak [MASK] [MASK] [MASK] bihurtu nahi du.	[MASK] [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	aseguruen salmenta agente	balanced	insurance sales agent
5051	Berak aseguru-bitartekari bihurtu nahi du.	[MASK] aseguru-bitartekari bihurtu nahi du.	Berak [MASK] bihurtu nahi du.	[MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	aseguru-bitartekari	balanced	insurance underwriter
5052	Berak mediku zientzialari bihurtu nahi du.	[MASK] mediku zientzialari bihurtu nahi du.	Berak [MASK] [MASK] bihurtu nahi du.	[MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	mediku zientzialari	balanced	medical scientist
5053	Berak estatistikari bihurtu nahi du.	[MASK] estatistikari bihurtu nahi du.	Berak [MASK] bihurtu nahi du.	[MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	estatistikari	balanced	statistician
5054	Berak entrenatzaile bihurtu nahi du.	[MASK] entrenatzaile bihurtu nahi du.	Berak [MASK] bihurtu nahi du.	[MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	entrenatzaile	balanced	training specialist
5055	Berak epaile bihurtu nahi du.	[MASK] epaile bihurtu nahi du.	Berak [MASK] bihurtu nahi du.	[MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	epaile	balanced	judge
5096	Nire anaiak tabernari bihurtu nahi du.	Nire [MASK] tabernari bihurtu nahi du.	Nire anaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	anaiak	male	tabernari	balanced	bartender
4537	Emakume honek operadore postua eskatu zuen.	[MASK] honek operadore postua eskatu zuen.	Emakume honek [MASK] postua eskatu zuen.	[MASK] honek [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Emakume	female	operadore	balanced	dispatcher
5058	Berak eskaera kudeatzaile bihurtu nahi du.	[MASK] eskaera kudeatzaile bihurtu nahi du.	Berak [MASK] [MASK] bihurtu nahi du.	[MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	eskaera kudeatzaile	balanced	order clerk
5059	Berak posta sailkatzaile bihurtu nahi du.	[MASK] posta sailkatzaile bihurtu nahi du.	Berak [MASK] [MASK] bihurtu nahi du.	[MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Berak	male	posta sailkatzaile	balanced	mail sorter
3320	Nire senarrak haurtzaindegiko irakasle bihurtu nahi du.	Nire [MASK] haurtzaindegiko irakasle bihurtu nahi du.	Nire senarrak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	senarrak	male	haurtzaindegiko irakasle	female	kindergarten teacher
3321	Nire senarrak hortzetako higienista bihurtu nahi du.	Nire [MASK] hortzetako higienista bihurtu nahi du.	Nire senarrak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	senarrak	male	hortzetako higienista	female	dental hygienist
3322	Nire senarrak logopeda bihurtu nahi du.	Nire [MASK] logopeda bihurtu nahi du.	Nire senarrak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	senarrak	male	logopeda	female	speech-language pathologist
3323	Nire senarrak dentistaren laguntzaile bihurtu nahi du.	Nire [MASK] dentistaren laguntzaile bihurtu nahi du.	Nire senarrak [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	senarrak	male	dentistaren laguntzaile	female	dental assistant
3324	Nire senarrak haur-zaintzaile bihurtu nahi du.	Nire [MASK] haur-zaintzaile bihurtu nahi du.	Nire senarrak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	senarrak	male	haur-zaintzaile	female	childcare worker
3325	Nire senarrak osasun txostenen teknikari bihurtu nahi du.	Nire [MASK] osasun txostenen teknikari bihurtu nahi du.	Nire senarrak [MASK] [MASK] [MASK] bihurtu nahi du.	Nire [MASK] [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	senarrak	male	osasun txostenen teknikari	female	medical records technician
3326	Nire senarrak idazkari bihurtu nahi du.	Nire [MASK] idazkari bihurtu nahi du.	Nire senarrak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	senarrak	male	idazkari	female	secretary
